id_program,id_site,id_organization,program_name,agency_name,site_name,site_address,site_city,site_county,site_province,site_country,site_postalcode,site_latitude,site_longitude,id_cioc,pubcode_cioc,heading_cioc,category,tax_code,tax_name,physical_access,desc_program,desc_agency,email,how_to_apply,eligibilty,fees,funding_source,hours,languages_of_service,website,coverage_cioc,phone_office,phone_tollfree,phone_tty,fax,last_verified_date,record_owner,record_language
56499291,56499290,56499289,Living Water Community Church,First Baptist Church Thorold,Living Water Community Church,42 Ormond St S,Thorold,Niagara,ON,Canada,L2V 1Y4,43.121802,-79.198447,NIA6149,DISASTER; NIASITEHEADING; TAX,Community -- Churches/Religious; Community Meals; Food and Water; Free / Low-Cost Meals; Meals for Older Adults; Spiritual Support / Care,Free / Low Cost Meals;Free / Low-cost meals,BD-5000.1470; PV-6500.1500*YR-1500.1050; PV-6500.1500*YR-1500.1050,Community Meals; Christian Churches*Baptist Community; Christian Churches*Communauté baptiste,,"A local parish offering services in the Baptist faith. Offers a nursery and Sunday School program for children (11 and under) during worship services and bible study when possible.
<br>
<br>Also offers a free Community Supper and Lunch.",A community Baptist Church.,robkamermanfbct@gmail.com,No application required,No restrictions,None,,"Office call for information * Services Sun 10:30 am * Community Supper Third Fri of the month 5 pm-7 pm * Community Lunch every Mon 12 noon-1 pm, Dec-Mar, First Mon of month 12 noon-1 pm, Apr-Nov * Revive Service First Sun of every month 7 pm",English,www.livingwatercc.ca,Niagara - Thorold - NULL,905-227-1922,,,905-227-1922,Feb 28 2018,INCommunities,en
56593085,56593084,56593083,Market (The),Market (The),Market (The),121 Old Hwy 26,Meaford,Grey,ON,Canada,N4L 1W7,44.587136,-80.545865,GBA1936,CWD-NEWHUB,Grocery & Food,Free / Low-cost meals,BD-2400.2250,Farmers Markets,,"Sells a variety of locally produced items including:
<br>* local and organic foods
<br>* meats and prepared meals 
<br>* fruits, vegetables and grains
<br>* dairy and eggs
<br>* baked goods, canned goods and snacks
<br>* gluten free options
<br>* part of The Barn Co-op which offers Yoga, social events, music nights, an art gallery, artist talks, a Coffee Bar/Library, holistic practitioners, planet friendly boutique, Artisan Market, wired Internet and outdoor gardens","Sells a variety of locally produced items including:
<br>* local and organic foods
<br>* meats and prepared meals 
<br>* fruits, vegetables and grains
<br>* dairy and eggs
<br>* baked goods, canned goods and snacks
<br>* gluten free options
<br>* part of The Barn Co-op which offers Yoga, social events, music nights, an art gallery, artist talks, a Coffee Bar/Library, holistic practitioners, planet friendly boutique, Artisan Market, wired Internet and outdoor gardens",info@thebarncoop.ca,"Walk in, call or email",No restrictions,Service,,Mon 10 am-4 pm * Tue-Sat 9 am-6 pm * Sun 11 am-4 pm,English,www.themarketmeaford.com,Grey - Meaford - NULL,519-538-1522,,,519-538-0778,May 28 2018,,en
56593594,56593593,56593592,Eat Well Market,Eat Well Market,Eat Well Market,342 10th St,Hanover,Grey,ON,Canada,N4N 1P4,44.152543,-81.026251,GRE0349,CWD-NEWHUB,Grocery & Food,Free / Low-cost meals,BD-2400.2250,Farmers Markets,,"Farmer-run farmers market promotes healthy and local eating * vendors grow, cook and create healthy food options including produce, meats, honey and baked goods","Farmer-run farmers market promotes healthy and local eating * vendors grow, cook and create healthy food options including produce, meats, honey and baked goods",,Contact for vendor information,No restrictions,Service,,"Sat 9 am-1 pm
Dates: Jun 2-Oct 27",English,www.eatwellmarket.ca,Grey - Hanover - NULL,,,,,May 30 2018,,en
56616996,56616995,56616994,Sydenham-Heritage United Church,Sydenham-Heritage United Church,Sydenham-Heritage United Church,120 Sydenham St,Brantford,Brant,ON,Canada,N3R 3Y8,43.151935,-80.267521,SIM4340,INFOBHN-CAT; TAX,Community -- Churches/Religious; Faith Based; Free / Low-Cost Meals; Spiritual Care / Support,Free / Low Cost Meals;Free / Low-cost meals;Homeless meals,BD-5000.8300; PV-6500.1500,Homeless Meals; Christian Churches,,"Community United church congregation with many community outreach, youth and adult programs  
<br>
<br>* also participates in the City of Brantford's Monthly Food Programs * Visit http://www.brantford.ca/residents/support_services/Pages/MonthlyFoodCalendar.aspx to view this month's food locations.",Church,secretary@sydenhamstreetunitedchurch.com,Call or drop-in during service * no application required,No restrictions,None,,"Worship service  Sun 10:30 am 
Children''s Services  provided during worship service
Community worship Sun 9 am at Bell Lane Retirement Residence, 55 Diana Avenue",English,sydenhamstunitedchurchbrantford.com/,Brant - Brantford - NULL;Brant - NULL - NULL,519-753-1248,,,519-753-1965,May 29 2018,Contact Brant,en
56617000,56616999,56616998,Brant Community Church,Brant Community Church,Brant Community Church,69 Superior St,Brantford,Brant,ON,Canada,N3S 2K5,43.130128,-80.255142,SIM4342,INFOBHN-CAT; TAX,Community -- Churches/Religious; Faith Based; Family & General Counselling; Food; Food Banks; Free / Low-Cost Meals; Spiritual Care / Support; Support Groups / Counselling,Counselling / Therapy;Food banks;Food Hampers;Free / Low Cost Meals;Free / Low-cost meals;School meal programs;Test - Food Banks,BD-5000.8200; PV-6500.1500; BD-1800.2000; BD-5000.1470; RP-1400.2500; RP-1400.8000-100,School Lunches/Snacks; Christian Churches; Food Banks; Community Meals; General Counselling Services; Bereavement Counselling,,Community church offering worship and children's services * food assistance * counselling * outreach services * bereavement support with the Pastor * youth groups * community breakfast once per month * school snack program,Community church.,bcc@brantcommunitychurch.ca,"Call or drop-in * No application required

Appointments for counselling services can be made through e-mail at caroline.sharpe53@gmail.com",No restrictions,None ; Counselling services are geared-to-income,,"Office hours Mon 9 am-12 noon * Tue, Wed 9 am-3 pm * Thu 9 am-2 pm
Worship and children''s service Sun 10:30 am
Counselling - counsellor on site Wed & Thu * appointment required
Community Breakfast - fourth Sat of the month 9 am-10 am",English,www.brantcommunitychurch.ca,Brant - Brantford - NULL;Brant - NULL - NULL,519-756-3993,,,,May 31 2018,Contact Brant,en
56856994,56856991,56856990,Calvary Evangelical Missionary Church,Calvary Evangelical Missionary Church,Calvary Evangelical Missionary Church,655 10th St W,Owen Sound,Grey,ON,Canada,N4K 3R8,44.566581,-80.955286,GBA1039,CWD-211BRUCEGRECOUNY; CWD-NEWHUB; TAX,Community -- Churches/Religious; Free / Low-Cost Meals; Religious Organzations; Spiritual Care / Support,Clothing;Free / Low Cost Meals;Free / Low-cost meals,BD-5000.1470; BM-6500.1500-250; PV-6500.1500,Community Meals; General Clothing Provision; Christian Churches,,"Meets Sunday for worship service, Sunday School and nursery at 10:30 am
<br>
<br>Food & Friendship program - free meal offered each Saturday to anyone in the community, held at Safe N' Sound, 310 8th St E
<br>
<br>Annual clothing giveaway usually held in spring or summer, contact church for details","Meets Sunday for worship service, Sunday School and nursery at 10:30 am
<br>
<br>Food & Friendship program - free meal offered each Saturday to anyone in the community, held at Safe N' Sound, 310 8th St E
<br>
<br>Annual clothing giveaway usually held in spring or summer, contact church for details",info@calvaryemc.com,Attend or contact church for program details,No restrictions,None,,"Office: Mon-Thu 9 am-4 pm 

Meal program: Sat 4:30 pm-6 pm at Safe N'' Sound
Dates: Year round",English,www.calvaryemc.com,Grey - Owen Sound - NULL,519-376-4179,,,519-376-4179,Jun 12 2018,,en
56857000,56856999,56856998,Faith Lutheran Church-ELCIC,Faith Lutheran Church-ELCIC,Faith Lutheran Church-ELCIC,525 Ivings Dr,Saugeen Shores,Bruce,ON,Canada,N0H 2C1,44.426801,-81.398691,GBA1048,CWD-211BRUCEGRECOUNY; CWD-GBCA-CHILD; CWD-NEWHUB; TAX,Community -- Churches/Religious; Food Assistance - Non Emergency; Free / Low-Cost Meals; Good Food Box & Fresh Food; Grocery & Food; Recreation for Children / Youth / Families; Religious Organzations; Social Clubs; Social Clubs/Events; Social Integration; Spiritual Care / Support,Free / Low Cost Meals;Free / Low-cost meals,BD-2600.1500; BD-5000.1470; PS-8000; PV-6500.1500*YR-1500.4500; PV-6500.1500*YR-1500.4500; TI-1800.2000,Community Gardening; Community Meals; Social Clubs/Events; Christian Churches*Communauté luthérienne; Christian Churches*Lutheran Community; Food Donation Programs,,"Worship services Sundays at 10:30 am * communion every second and fourth Sunday and festivals * Sunday school for children held during worship service
<br>
<br>Also offers:
<br>* free community meals - held periodically from fall to spring
<br>* weekly programs such as Solo, men's and women's breakfast
<br>* garden plots available for community members for free
<br>* supports local food banks by collecting non perishable food items * can drop off items during office hours","Worship services Sundays at 10:30 am * communion every second and fourth Sunday and festivals * Sunday school for children held during worship service
<br>
<br>Also offers:
<br>* free community meals - held periodically from fall to spring
<br>* weekly programs such as Solo, men's and women's breakfast
<br>* garden plots available for community members for free
<br>* supports local food banks by collecting non perishable food items * can drop off items during office hours",faithlutheran@bmts.com,Call or visit website,No restrictions,None,,"Office: Tue-Thu 9 am-12 noon 
Community supper: dates vary throughout Oct-Mar, call for details
Men''s breakfast: second Sat of the month, 8 am
Women''s breakfast: fourth Mon of the month, 8 am",English,www.faithportelgin.com,Bruce - Saugeen Shores - Port Elgin,519-832-6811,,,,Jun 12 2018,,en
56857025,56857021,56857018,Georgian Shores United Church,Georgian Shores United Church,Georgian Shores United Church,997 4th Ave E,Owen Sound,Grey,ON,Canada,N4K 5W9,44.567832,-80.938808,GBA1090,CWD-211BRUCEGRECOUNY; CWD-GBCA-CHILD; CWD-NEWHUB; TAX,Community -- Churches/Religious; Food Assistance - Non Emergency; Free / Low-Cost Meals; Religious Organzations; Spiritual Care / Support,Free / Low Cost Meals;Free / Low-cost meals,BD-5000.1470; PV-6500.1500*YR-1500.9100; PV-6500.1500*YR-1500.9100,Community Meals; Christian Churches*Communauté de l'Église Unie; Christian Churches*United Church Community,,"Meet for worship Sunday 10:30am * children's church during morning service, child care and nursery available
<br>
<br>Also offers a monthly community breakfast, donations appreciated","Meet for worship Sunday 10:30am * children's church during morning service, child care and nursery available
<br>
<br>Also offers a monthly community breakfast, donations appreciated",office.gshoresuc@bmts.com,Call or walk-in,No restrictions,"Donation - for community breakfast, pay what you can afford ; None",,"Church office: Mon-Thu 9 am-11:30 am, 12:30 pm-4:30 pm * Fri 9 am-12 noon
Community Breakfast: Sat 9 am-10:30 am - usually held on the third Sat each month, but some months on the fourth Sat
Dates: Community Breakfast: year round, <a href=""http://georgianshoresuc.org/calendar/""target=""_blank"">click here to view dates on calendar</a>",English,www.georgianshoresuc.org,Grey - Owen Sound - NULL,519-376-3890,,,519-376-0852,Jun 12 2018,,en
56857792,56857790,56857789,All Saints Anglican Church,All Saints Anglican Church,Erin,81 Main St,Erin,Wellington,ON,Canada,N0B 1T0,43.769679,-80.062507,GCL0877,CCAC; TAX,Community -- Churches/Religious; Waterloo Wellington,Free / Low Cost Meals;Free / Low-cost meals,PV-6500.1500*YR-1500.0260; PV-6500.1500*YR-1500.0260; BD-5000.1470; PV-7000; TC-5000,Christian Churches*Anglican Community; Christian Churches*Communauté anglicane; Community Meals; Religious Activities; Meeting Space,,"Offers regular worship services and various spiritual enrichment activities for members
<br>* church hall with kitchen facilities available for rent
<br>* garden area available for quiet reflection
<br>* Messy Church - interactive family oriented evening with crafts, songs and Bible stories; includes nutritious dinner (free event)
<br>* Community Dinner (no cost, voluntary contributions accepted)
<br>
<br>**E-mail contact available through the website",Parish of the Anglican Diocese of Niagara.,allsaints@bell.net,Contact church office for hall rental information,No restrictions,None,,"Worship service Sun 8:30 am, 10 am * Priest and Deacon available for home communions
Family and Child focus service, first Sun of each month 10 am
Messy Church, middle Tue 5:30 pm-7:30 pm

Office hours Tue, Thu 9 am-12 noon * call to make appointment

* free community dinner, fourth Fri of each month, 6 pm; followed by free family games night, 7 pm, Sep-Jun
* High Hopes - women''s social group meets first Mon of each month 7 pm
* Healing service, first Wed of the month 11 am",English,www.allsaintserin.ca,Wellington - Erin - NULL,519-833-9961,,,,Jun 12 2018,PIN - The People and Information Network,en
56858229,56858228,56858227,Bethel Baptist Church,Bethel Baptist Church,Fergus,675 Victoria Terrace,Centre Wellington,Wellington,ON,Canada,N1M 2G6,43.712473,-80.381653,GCL2141,TAX,Community -- Churches/Religious,Children's Programs;Free / Low Cost Meals;Free / Low-cost meals,BD-5000.1470; PS-9800.1500; PV-6500.1500*YR-1500.1050; PV-6500.1500*YR-1500.1050; PV-7000,Community Meals; Faith Based Youth Programs; Christian Churches*Baptist Community; Christian Churches*Communauté baptiste; Religious Activities,,"Offers regular worship services and various spiritual enrichment activities.
<br>* Bible study classes
<br>* Biblical counselling
<br>* prayer meeting
<br>* Mom's Together group
<br>* Children's Club
<br>* Ladies Bible study
<br>* Men's Bible study
<br>* Seniors Lunch
<br>* soccer Bible Camp",Baptist faith community.,theoffice.bethel@gmail.com,Call or visit website for information * Soccer Bible Camp registration form available on website,"Soccer Bible Camp: 5-13 years
Children's Club: 5-12 years",None,,"Bible study (all ages) Sun 9:30 am
Worship service Sun 10:30 am
Sunday evening gathering Sun 6:30 pm

Call, e-mail or visit website for details of all other group and camp days and times",English,bethelbaptistfergus.com,Wellington - Centre Wellington - NULL,519-843-2890,,,,Jun 12 2018,PIN - The People and Information Network,en
56858617,56858616,56858615,OSHaRE,OSHaRE,OSHaRE,The Harmony Centre (formerly Knox United Church); 890 4th Ave E,Owen Sound,Grey,ON,Canada,N4K 2N7,44.565939,-80.939623,GRE0219,CWD-211BRUCEGRECOUNY; CWD-GBCA-CHILD,Food Assistance - Non Emergency; Free / Low-Cost Meals,Free / Low Cost Meals;Free / Low-cost meals,BD-5000.1470; TI-1800.2000,Community Meals; Food Donation Programs,,"OSHaRE (Owen Sound Hunger and Relief Effort) is a non profit community organization that offers meals to women, men and children in need throughout Owen Sound and the surrounding area * provides an evening meal on weekdays and a bagged lunch on Saturday * serving capacity: 150 seats
<br>
<br>If you are interested in volunteering, providing food items, donating financially or for more information, please call, email or visit website
<br> 
<br>Food or financial donations can be dropped off Mon-Fri 12 noon-4 pm","OSHaRE (Owen Sound Hunger and Relief Effort) is a non profit community organization that offers meals to women, men and children in need throughout Owen Sound and the surrounding area * provides an evening meal on weekdays and a bagged lunch on Saturday * serving capacity: 150 seats
<br>
<br>If you are interested in volunteering, providing food items, donating financially or for more information, please call, email or visit website
<br> 
<br>Food or financial donations can be dropped off Mon-Fri 12 noon-4 pm",info@oshare.ca,Walk-in,Residents in need,None,,"Meals: Mon-Fri 5 pm-6 pm, Sat 11 am-12 noon 

Office: Mon-Fri 12:30 pm-4 pm
Dates: Year round",English,www.oshare.ca,Grey - Owen Sound - NULL,519-376-3899,,,,Jun 12 2018,,en
